,rod_id,position,angle,measurement_index,point_index,value,material,lenght,diammeter
3995,Rod3,endN1,90,88,3,0.00134,al,182mm,1.6mm
3996,Rod3,endN1,90,88,4,0.00184,al,182mm,1.6mm
3997,Rod3,endN1,90,88,5,0.00233,al,182mm,1.6mm
3998,Rod3,endN1,90,88,6,0.00315,al,182mm,1.6mm
3999,Rod3,endN1,90,88,7,0.00364,al,182mm,1.6mm
4000,Rod3,endN1,90,88,8,0.00479,al,182mm,1.6mm
4001,Rod3,endN1,90,89,0,-0.00063,al,182mm,1.6mm
4002,Rod3,endN1,90,89,1,-0.00014,al,182mm,1.6mm
4003,Rod3,endN1,90,89,2,0.00068,al,182mm,1.6mm
4004,Rod3,endN1,90,89,3,0.00134,al,182mm,1.6mm
4005,Rod3,endN1,90,89,4,0.002,al,182mm,1.6mm
4006,Rod3,endN1,90,89,5,0.00266,al,182mm,1.6mm
4007,Rod3,endN1,90,89,6,0.00299,al,182mm,1.6mm
4008,Rod3,endN1,90,89,7,0.00381,al,182mm,1.6mm
4009,Rod3,endN1,90,89,8,0.00479,al,182mm,1.6mm
4010,Rod3,endN1,90,90,0,-0.00112,al,182mm,1.6mm
4011,Rod3,endN1,90,90,1,-0.0003,al,182mm,1.6mm
4012,Rod3,endN1,90,90,2,0.00019,al,182mm,1.6mm
4013,Rod3,endN1,90,90,3,0.00151,al,182mm,1.6mm
4014,Rod3,endN1,90,90,4,0.00184,al,182mm,1.6mm
4015,Rod3,endN1,90,90,5,0.00249,al,182mm,1.6mm
4016,Rod3,endN1,90,90,6,0.00315,al,182mm,1.6mm
4017,Rod3,endN1,90,90,7,0.00414,al,182mm,1.6mm
4018,Rod3,endN1,90,90,8,0.00447,al,182mm,1.6mm
4019,Rod3,endN1,90,91,0,-0.00096,al,182mm,1.6mm
4020,Rod3,endN1,90,91,1,-0.0003,al,182mm,1.6mm
4021,Rod3,endN1,90,91,2,0.00068,al,182mm,1.6mm
4022,Rod3,endN1,90,91,3,0.00151,al,182mm,1.6mm
4023,Rod3,endN1,90,91,4,0.00184,al,182mm,1.6mm
4024,Rod3,endN1,90,91,5,0.00233,al,182mm,1.6mm
4025,Rod3,endN1,90,91,6,0.00331,al,182mm,1.6mm
4026,Rod3,endN1,90,91,7,0.00381,al,182mm,1.6mm
4027,Rod3,endN1,90,91,8,0.00479,al,182mm,1.6mm
4028,Rod3,endN1,90,92,0,-0.00096,al,182mm,1.6mm
4029,Rod3,endN1,90,92,1,3e-05,al,182mm,1.6mm
4030,Rod3,endN1,90,92,2,0.00052,al,182mm,1.6mm
4031,Rod3,endN1,90,92,3,0.00134,al,182mm,1.6mm
4032,Rod3,endN1,90,92,4,0.00184,al,182mm,1.6mm
4033,Rod3,endN1,90,92,5,0.00249,al,182mm,1.6mm
4034,Rod3,endN1,90,92,6,0.00315,al,182mm,1.6mm
4035,Rod3,endN1,90,92,7,0.00397,al,182mm,1.6mm
4036,Rod3,endN1,90,92,8,0.00479,al,182mm,1.6mm
4037,Rod3,endN1,90,93,0,-0.00079,al,182mm,1.6mm
4038,Rod3,endN1,90,93,1,3e-05,al,182mm,1.6mm
4039,Rod3,endN1,90,93,2,0.00068,al,182mm,1.6mm
4040,Rod3,endN1,90,93,3,0.00134,al,182mm,1.6mm
4041,Rod3,endN1,90,93,4,0.00167,al,182mm,1.6mm
4042,Rod3,endN1,90,93,5,0.00249,al,182mm,1.6mm
4043,Rod3,endN1,90,93,6,0.00315,al,182mm,1.6mm
4044,Rod3,endN1,90,93,7,0.00381,al,182mm,1.6mm
4045,Rod3,endN1,90,93,8,0.00463,al,182mm,1.6mm
4046,Rod3,endN1,90,94,0,-0.00096,al,182mm,1.6mm
4047,Rod3,endN1,90,94,1,-0.00014,al,182mm,1.6mm
4048,Rod3,endN1,90,94,2,0.00052,al,182mm,1.6mm
4049,Rod3,endN1,90,94,3,0.00151,al,182mm,1.6mm
4050,Rod3,endN1,90,94,4,0.002,al,182mm,1.6mm
4051,Rod3,endN1,90,94,5,0.00249,al,182mm,1.6mm
4052,Rod3,endN1,90,94,6,0.00299,al,182mm,1.6mm
4053,Rod3,endN1,90,94,7,0.00381,al,182mm,1.6mm
4054,Rod3,endN1,90,94,8,0.00479,al,182mm,1.6mm
4055,Rod3,endN1,90,95,0,-0.00096,al,182mm,1.6mm
4056,Rod3,endN1,90,95,1,-0.00047,al,182mm,1.6mm
4057,Rod3,endN1,90,95,2,0.00068,al,182mm,1.6mm
4058,Rod3,endN1,90,95,3,0.00118,al,182mm,1.6mm
4059,Rod3,endN1,90,95,4,0.00184,al,182mm,1.6mm
4060,Rod3,endN1,90,95,5,0.00249,al,182mm,1.6mm
4061,Rod3,endN1,90,95,6,0.00315,al,182mm,1.6mm
4062,Rod3,endN1,90,95,7,0.00414,al,182mm,1.6mm
4063,Rod3,endN1,90,95,8,0.00463,al,182mm,1.6mm
4064,Rod3,endN1,90,96,0,-0.00096,al,182mm,1.6mm
4065,Rod3,endN1,90,96,1,-0.0003,al,182mm,1.6mm
4066,Rod3,endN1,90,96,2,0.00052,al,182mm,1.6mm
4067,Rod3,endN1,90,96,3,0.00118,al,182mm,1.6mm
4068,Rod3,endN1,90,96,4,0.002,al,182mm,1.6mm
4069,Rod3,endN1,90,96,5,0.00249,al,182mm,1.6mm
4070,Rod3,endN1,90,96,6,0.00315,al,182mm,1.6mm
4071,Rod3,endN1,90,96,7,0.00414,al,182mm,1.6mm
4072,Rod3,endN1,90,96,8,0.00463,al,182mm,1.6mm
4073,Rod3,endN1,90,97,0,-0.00096,al,182mm,1.6mm
4074,Rod3,endN1,90,97,1,-0.0003,al,182mm,1.6mm
4075,Rod3,endN1,90,97,2,0.00036,al,182mm,1.6mm
4076,Rod3,endN1,90,97,3,0.00151,al,182mm,1.6mm
4077,Rod3,endN1,90,97,4,0.00184,al,182mm,1.6mm
4078,Rod3,endN1,90,97,5,0.00249,al,182mm,1.6mm
4079,Rod3,endN1,90,97,6,0.00299,al,182mm,1.6mm
4080,Rod3,endN1,90,97,7,0.00397,al,182mm,1.6mm
4081,Rod3,endN1,90,97,8,0.00447,al,182mm,1.6mm
4082,Rod3,endN1,90,98,0,-0.00079,al,182mm,1.6mm
4083,Rod3,endN1,90,98,1,-0.00047,al,182mm,1.6mm
4084,Rod3,endN1,90,98,2,0.00019,al,182mm,1.6mm
4085,Rod3,endN1,90,98,3,0.00118,al,182mm,1.6mm
4086,Rod3,endN1,90,98,4,0.00167,al,182mm,1.6mm
4087,Rod3,endN1,90,98,5,0.00282,al,182mm,1.6mm
4088,Rod3,endN1,90,98,6,0.00299,al,182mm,1.6mm
4089,Rod3,endN1,90,98,7,0.00381,al,182mm,1.6mm
4090,Rod3,endN1,90,98,8,0.00447,al,182mm,1.6mm
4091,Rod3,endN1,90,99,0,-0.00063,al,182mm,1.6mm
4092,Rod3,endN1,90,99,1,-0.00047,al,182mm,1.6mm
4093,Rod3,endN1,90,99,2,0.00052,al,182mm,1.6mm
4094,Rod3,endN1,90,99,3,0.00134,al,182mm,1.6mm
4095,Rod3,endN1,90,99,4,0.002,al,182mm,1.6mm
4096,Rod3,endN1,90,99,5,0.00266,al,182mm,1.6mm
4097,Rod3,endN1,90,99,6,0.00315,al,182mm,1.6mm
4098,Rod3,endN1,90,99,7,0.00397,al,182mm,1.6mm
4099,Rod3,endN1,90,99,8,0.00463,al,182mm,1.6mm
4100,Rod3,endN1,180,0,0,0.00068,al,182mm,1.6mm
4101,Rod3,endN1,180,0,1,-0.00014,al,182mm,1.6mm
4102,Rod3,endN1,180,0,2,3e-05,al,182mm,1.6mm
4103,Rod3,endN1,180,0,3,-0.00047,al,182mm,1.6mm
4104,Rod3,endN1,180,0,4,-0.00096,al,182mm,1.6mm
4105,Rod3,endN1,180,0,5,-0.00129,al,182mm,1.6mm
4106,Rod3,endN1,180,0,6,-0.00145,al,182mm,1.6mm
4107,Rod3,endN1,180,0,7,-0.00195,al,182mm,1.6mm
4108,Rod3,endN1,180,0,8,-0.00211,al,182mm,1.6mm
4109,Rod3,endN1,180,0,9,-0.00244,al,182mm,1.6mm
4110,Rod3,endN1,180,0,10,-0.0026,al,182mm,1.6mm
4111,Rod3,endN1,180,0,11,-0.00326,al,182mm,1.6mm
4112,Rod3,endN1,180,0,12,-0.00359,al,182mm,1.6mm
4113,Rod3,endN1,180,0,13,-0.00408,al,182mm,1.6mm
4114,Rod3,endN1,180,0,14,-0.00441,al,182mm,1.6mm
4115,Rod3,endN1,180,0,15,-0.00458,al,182mm,1.6mm
4116,Rod3,endN1,180,0,16,-0.00507,al,182mm,1.6mm
4117,Rod3,endN1,180,0,17,-0.00507,al,182mm,1.6mm
4118,Rod3,endN1,180,0,18,-0.0054,al,182mm,1.6mm
4119,Rod3,endN1,180,0,19,-0.00589,al,182mm,1.6mm
4120,Rod3,endN1,180,0,20,-0.0077,al,182mm,1.6mm
4121,Rod3,endN1,180,0,21,-0.00951,al,182mm,1.6mm
4122,Rod3,endN1,180,0,22,-0.01099,al,182mm,1.6mm
4123,Rod3,endN1,180,0,23,-0.01312,al,182mm,1.6mm
4124,Rod3,endN1,180,0,24,-0.0146,al,182mm,1.6mm
4125,Rod3,endN1,180,0,25,-0.01658,al,182mm,1.6mm
4126,Rod3,endN1,180,0,26,-0.01822,al,182mm,1.6mm
4127,Rod3,endN1,180,0,27,-0.01986,al,182mm,1.6mm
4128,Rod3,endN1,180,0,28,-0.02184,al,182mm,1.6mm
4129,Rod3,endN1,180,0,29,-0.02315,al,182mm,1.6mm
4130,Rod3,endN1,180,0,30,-0.02496,al,182mm,1.6mm
4131,Rod3,endN1,180,0,31,-0.02693,al,182mm,1.6mm
4132,Rod3,endN1,180,1,0,0.00068,al,182mm,1.6mm
4133,Rod3,endN1,180,1,1,3e-05,al,182mm,1.6mm
4134,Rod3,endN1,180,1,2,-0.00014,al,182mm,1.6mm
4135,Rod3,endN1,180,1,3,-0.0003,al,182mm,1.6mm
4136,Rod3,endN1,180,1,4,-0.00079,al,182mm,1.6mm
4137,Rod3,endN1,180,1,5,-0.00112,al,182mm,1.6mm
4138,Rod3,endN1,180,1,6,-0.00145,al,182mm,1.6mm
4139,Rod3,endN1,180,1,7,-0.00178,al,182mm,1.6mm
4140,Rod3,endN1,180,1,8,-0.00211,al,182mm,1.6mm
4141,Rod3,endN1,180,1,9,-0.00244,al,182mm,1.6mm
4142,Rod3,endN1,180,1,10,-0.00293,al,182mm,1.6mm
4143,Rod3,endN1,180,1,11,-0.0031,al,182mm,1.6mm
4144,Rod3,endN1,180,1,12,-0.00326,al,182mm,1.6mm
4145,Rod3,endN1,180,1,13,-0.00408,al,182mm,1.6mm
4146,Rod3,endN1,180,1,14,-0.00441,al,182mm,1.6mm
4147,Rod3,endN1,180,1,15,-0.00441,al,182mm,1.6mm
4148,Rod3,endN1,180,1,16,-0.00523,al,182mm,1.6mm
4149,Rod3,endN1,180,1,17,-0.0054,al,182mm,1.6mm
4150,Rod3,endN1,180,1,18,-0.00573,al,182mm,1.6mm
4151,Rod3,endN1,180,1,19,-0.00589,al,182mm,1.6mm
4152,Rod3,endN1,180,1,20,-0.0077,al,182mm,1.6mm
4153,Rod3,endN1,180,1,21,-0.00967,al,182mm,1.6mm
4154,Rod3,endN1,180,1,22,-0.01099,al,182mm,1.6mm
4155,Rod3,endN1,180,1,23,-0.01296,al,182mm,1.6mm
4156,Rod3,endN1,180,1,24,-0.0146,al,182mm,1.6mm
4157,Rod3,endN1,180,1,25,-0.01674,al,182mm,1.6mm
4158,Rod3,endN1,180,1,26,-0.01789,al,182mm,1.6mm
4159,Rod3,endN1,180,1,27,-0.01986,al,182mm,1.6mm
4160,Rod3,endN1,180,1,28,-0.02184,al,182mm,1.6mm
4161,Rod3,endN1,180,1,29,-0.02315,al,182mm,1.6mm
4162,Rod3,endN1,180,1,30,-0.02512,al,182mm,1.6mm
4163,Rod3,endN1,180,1,31,-0.0271,al,182mm,1.6mm
4164,Rod3,endN1,180,2,0,0.00052,al,182mm,1.6mm
4165,Rod3,endN1,180,2,1,0.00036,al,182mm,1.6mm
4166,Rod3,endN1,180,2,2,-0.00014,al,182mm,1.6mm
4167,Rod3,endN1,180,2,3,-0.00063,al,182mm,1.6mm
4168,Rod3,endN1,180,2,4,-0.00079,al,182mm,1.6mm
4169,Rod3,endN1,180,2,5,-0.00129,al,182mm,1.6mm
4170,Rod3,endN1,180,2,6,-0.00145,al,182mm,1.6mm
4171,Rod3,endN1,180,2,7,-0.00162,al,182mm,1.6mm
4172,Rod3,endN1,180,2,8,-0.00211,al,182mm,1.6mm
4173,Rod3,endN1,180,2,9,-0.0026,al,182mm,1.6mm
4174,Rod3,endN1,180,2,10,-0.00244,al,182mm,1.6mm
4175,Rod3,endN1,180,2,11,-0.00326,al,182mm,1.6mm
4176,Rod3,endN1,180,2,12,-0.00342,al,182mm,1.6mm
4177,Rod3,endN1,180,2,13,-0.00392,al,182mm,1.6mm
4178,Rod3,endN1,180,2,14,-0.00458,al,182mm,1.6mm
4179,Rod3,endN1,180,2,15,-0.00458,al,182mm,1.6mm
4180,Rod3,endN1,180,2,16,-0.00523,al,182mm,1.6mm
4181,Rod3,endN1,180,2,17,-0.0054,al,182mm,1.6mm
4182,Rod3,endN1,180,2,18,-0.00556,al,182mm,1.6mm
4183,Rod3,endN1,180,2,19,-0.00573,al,182mm,1.6mm
4184,Rod3,endN1,180,2,20,-0.0077,al,182mm,1.6mm
4185,Rod3,endN1,180,2,21,-0.00934,al,182mm,1.6mm
4186,Rod3,endN1,180,2,22,-0.01115,al,182mm,1.6mm
4187,Rod3,endN1,180,2,23,-0.01312,al,182mm,1.6mm
4188,Rod3,endN1,180,2,24,-0.01444,al,182mm,1.6mm
4189,Rod3,endN1,180,2,25,-0.01658,al,182mm,1.6mm
4190,Rod3,endN1,180,2,26,-0.01838,al,182mm,1.6mm
4191,Rod3,endN1,180,2,27,-0.02003,al,182mm,1.6mm
4192,Rod3,endN1,180,2,28,-0.02151,al,182mm,1.6mm
4193,Rod3,endN1,180,2,29,-0.02348,al,182mm,1.6mm
4194,Rod3,endN1,180,2,30,-0.02529,al,182mm,1.6mm
4195,Rod3,endN1,180,2,31,-0.02726,al,182mm,1.6mm
4196,Rod3,endN1,180,3,0,0.00052,al,182mm,1.6mm
4197,Rod3,endN1,180,3,1,0.00019,al,182mm,1.6mm
4198,Rod3,endN1,180,3,2,3e-05,al,182mm,1.6mm
4199,Rod3,endN1,180,3,3,-0.0003,al,182mm,1.6mm
4200,Rod3,endN1,180,3,4,-0.00063,al,182mm,1.6mm
4201,Rod3,endN1,180,3,5,-0.00112,al,182mm,1.6mm
4202,Rod3,endN1,180,3,6,-0.00162,al,182mm,1.6mm
4203,Rod3,endN1,180,3,7,-0.00178,al,182mm,1.6mm
4204,Rod3,endN1,180,3,8,-0.00211,al,182mm,1.6mm
4205,Rod3,endN1,180,3,9,-0.00227,al,182mm,1.6mm
4206,Rod3,endN1,180,3,10,-0.00277,al,182mm,1.6mm
4207,Rod3,endN1,180,3,11,-0.00342,al,182mm,1.6mm
4208,Rod3,endN1,180,3,12,-0.00326,al,182mm,1.6mm
4209,Rod3,endN1,180,3,13,-0.00408,al,182mm,1.6mm
4210,Rod3,endN1,180,3,14,-0.00425,al,182mm,1.6mm
4211,Rod3,endN1,180,3,15,-0.00474,al,182mm,1.6mm
4212,Rod3,endN1,180,3,16,-0.0054,al,182mm,1.6mm
4213,Rod3,endN1,180,3,17,-0.00523,al,182mm,1.6mm
4214,Rod3,endN1,180,3,18,-0.00556,al,182mm,1.6mm
4215,Rod3,endN1,180,3,19,-0.00589,al,182mm,1.6mm
4216,Rod3,endN1,180,3,20,-0.0077,al,182mm,1.6mm
4217,Rod3,endN1,180,3,21,-0.00934,al,182mm,1.6mm
4218,Rod3,endN1,180,3,22,-0.01099,al,182mm,1.6mm
4219,Rod3,endN1,180,3,23,-0.01296,al,182mm,1.6mm
4220,Rod3,endN1,180,3,24,-0.0146,al,182mm,1.6mm
4221,Rod3,endN1,180,3,25,-0.01674,al,182mm,1.6mm
4222,Rod3,endN1,180,3,26,-0.01855,al,182mm,1.6mm
4223,Rod3,endN1,180,3,27,-0.01986,al,182mm,1.6mm
4224,Rod3,endN1,180,3,28,-0.02184,al,182mm,1.6mm
4225,Rod3,endN1,180,3,29,-0.02331,al,182mm,1.6mm
4226,Rod3,endN1,180,3,30,-0.02496,al,182mm,1.6mm
4227,Rod3,endN1,180,3,31,-0.0271,al,182mm,1.6mm
4228,Rod3,endN1,180,4,0,0.00052,al,182mm,1.6mm
4229,Rod3,endN1,180,4,1,0.00019,al,182mm,1.6mm
4230,Rod3,endN1,180,4,2,-0.00014,al,182mm,1.6mm
4231,Rod3,endN1,180,4,3,-0.0003,al,182mm,1.6mm
4232,Rod3,endN1,180,4,4,-0.00079,al,182mm,1.6mm
4233,Rod3,endN1,180,4,5,-0.00112,al,182mm,1.6mm
4234,Rod3,endN1,180,4,6,-0.00145,al,182mm,1.6mm
4235,Rod3,endN1,180,4,7,-0.00178,al,182mm,1.6mm
4236,Rod3,endN1,180,4,8,-0.00227,al,182mm,1.6mm
4237,Rod3,endN1,180,4,9,-0.0026,al,182mm,1.6mm
4238,Rod3,endN1,180,4,10,-0.00277,al,182mm,1.6mm
4239,Rod3,endN1,180,4,11,-0.0031,al,182mm,1.6mm
4240,Rod3,endN1,180,4,12,-0.00359,al,182mm,1.6mm
4241,Rod3,endN1,180,4,13,-0.00392,al,182mm,1.6mm
4242,Rod3,endN1,180,4,14,-0.00441,al,182mm,1.6mm
4243,Rod3,endN1,180,4,15,-0.00458,al,182mm,1.6mm
4244,Rod3,endN1,180,4,16,-0.0054,al,182mm,1.6mm
4245,Rod3,endN1,180,4,17,-0.0054,al,182mm,1.6mm
4246,Rod3,endN1,180,4,18,-0.00556,al,182mm,1.6mm
4247,Rod3,endN1,180,4,19,-0.00573,al,182mm,1.6mm
4248,Rod3,endN1,180,4,20,-0.00753,al,182mm,1.6mm
4249,Rod3,endN1,180,4,21,-0.00951,al,182mm,1.6mm
4250,Rod3,endN1,180,4,22,-0.01099,al,182mm,1.6mm
4251,Rod3,endN1,180,4,23,-0.01296,al,182mm,1.6mm
4252,Rod3,endN1,180,4,24,-0.01477,al,182mm,1.6mm
4253,Rod3,endN1,180,4,25,-0.01658,al,182mm,1.6mm
4254,Rod3,endN1,180,4,26,-0.01838,al,182mm,1.6mm
4255,Rod3,endN1,180,4,27,-0.02019,al,182mm,1.6mm
4256,Rod3,endN1,180,4,28,-0.02184,al,182mm,1.6mm
4257,Rod3,endN1,180,4,29,-0.02331,al,182mm,1.6mm
4258,Rod3,endN1,180,4,30,-0.02496,al,182mm,1.6mm
4259,Rod3,endN1,180,4,31,-0.02726,al,182mm,1.6mm
4260,Rod3,endN1,180,5,0,0.00068,al,182mm,1.6mm
4261,Rod3,endN1,180,5,1,0.00019,al,182mm,1.6mm
4262,Rod3,endN1,180,5,2,3e-05,al,182mm,1.6mm
4263,Rod3,endN1,180,5,3,-0.00014,al,182mm,1.6mm
4264,Rod3,endN1,180,5,4,-0.00079,al,182mm,1.6mm
4265,Rod3,endN1,180,5,5,-0.00112,al,182mm,1.6mm
4266,Rod3,endN1,180,5,6,-0.00145,al,182mm,1.6mm
4267,Rod3,endN1,180,5,7,-0.00178,al,182mm,1.6mm
4268,Rod3,endN1,180,5,8,-0.00244,al,182mm,1.6mm
4269,Rod3,endN1,180,5,9,-0.0026,al,182mm,1.6mm
4270,Rod3,endN1,180,5,10,-0.0026,al,182mm,1.6mm
4271,Rod3,endN1,180,5,11,-0.00326,al,182mm,1.6mm
4272,Rod3,endN1,180,5,12,-0.00359,al,182mm,1.6mm
4273,Rod3,endN1,180,5,13,-0.00425,al,182mm,1.6mm
4274,Rod3,endN1,180,5,14,-0.00408,al,182mm,1.6mm
4275,Rod3,endN1,180,5,15,-0.00458,al,182mm,1.6mm
4276,Rod3,endN1,180,5,16,-0.00523,al,182mm,1.6mm
4277,Rod3,endN1,180,5,17,-0.0054,al,182mm,1.6mm
4278,Rod3,endN1,180,5,18,-0.0054,al,182mm,1.6mm
4279,Rod3,endN1,180,5,19,-0.00589,al,182mm,1.6mm
4280,Rod3,endN1,180,5,20,-0.00753,al,182mm,1.6mm
4281,Rod3,endN1,180,5,21,-0.00918,al,182mm,1.6mm
4282,Rod3,endN1,180,5,22,-0.01131,al,182mm,1.6mm
4283,Rod3,endN1,180,5,23,-0.01296,al,182mm,1.6mm
4284,Rod3,endN1,180,5,24,-0.01444,al,182mm,1.6mm
4285,Rod3,endN1,180,5,25,-0.01658,al,182mm,1.6mm
4286,Rod3,endN1,180,5,26,-0.01838,al,182mm,1.6mm
4287,Rod3,endN1,180,5,27,-0.02003,al,182mm,1.6mm
4288,Rod3,endN1,180,5,28,-0.02184,al,182mm,1.6mm
4289,Rod3,endN1,180,5,29,-0.02348,al,182mm,1.6mm
4290,Rod3,endN1,180,5,30,-0.02496,al,182mm,1.6mm
4291,Rod3,endN1,180,5,31,-0.02677,al,182mm,1.6mm
4292,Rod3,endN1,180,6,0,0.00036,al,182mm,1.6mm
4293,Rod3,endN1,180,6,1,0.00019,al,182mm,1.6mm
4294,Rod3,endN1,180,6,2,-0.00014,al,182mm,1.6mm
4295,Rod3,endN1,180,6,3,-0.0003,al,182mm,1.6mm
4296,Rod3,endN1,180,6,4,-0.00096,al,182mm,1.6mm
4297,Rod3,endN1,180,6,5,-0.00096,al,182mm,1.6mm
4298,Rod3,endN1,180,6,6,-0.00145,al,182mm,1.6mm
4299,Rod3,endN1,180,6,7,-0.00211,al,182mm,1.6mm
4300,Rod3,endN1,180,6,8,-0.00211,al,182mm,1.6mm
4301,Rod3,endN1,180,6,9,-0.0026,al,182mm,1.6mm
4302,Rod3,endN1,180,6,10,-0.00244,al,182mm,1.6mm
4303,Rod3,endN1,180,6,11,-0.00326,al,182mm,1.6mm
4304,Rod3,endN1,180,6,12,-0.00342,al,182mm,1.6mm
4305,Rod3,endN1,180,6,13,-0.00375,al,182mm,1.6mm
4306,Rod3,endN1,180,6,14,-0.00441,al,182mm,1.6mm
4307,Rod3,endN1,180,6,15,-0.00474,al,182mm,1.6mm
4308,Rod3,endN1,180,6,16,-0.00507,al,182mm,1.6mm
4309,Rod3,endN1,180,6,17,-0.0054,al,182mm,1.6mm
4310,Rod3,endN1,180,6,18,-0.00573,al,182mm,1.6mm
4311,Rod3,endN1,180,6,19,-0.00605,al,182mm,1.6mm
4312,Rod3,endN1,180,6,20,-0.00737,al,182mm,1.6mm
4313,Rod3,endN1,180,6,21,-0.00934,al,182mm,1.6mm
4314,Rod3,endN1,180,6,22,-0.01099,al,182mm,1.6mm
4315,Rod3,endN1,180,6,23,-0.01312,al,182mm,1.6mm
4316,Rod3,endN1,180,6,24,-0.01444,al,182mm,1.6mm
4317,Rod3,endN1,180,6,25,-0.01658,al,182mm,1.6mm
4318,Rod3,endN1,180,6,26,-0.01789,al,182mm,1.6mm
4319,Rod3,endN1,180,6,27,-0.01986,al,182mm,1.6mm
4320,Rod3,endN1,180,6,28,-0.02184,al,182mm,1.6mm
4321,Rod3,endN1,180,6,29,-0.02348,al,182mm,1.6mm
4322,Rod3,endN1,180,6,30,-0.02512,al,182mm,1.6mm
4323,Rod3,endN1,180,6,31,-0.02693,al,182mm,1.6mm
4324,Rod3,endN1,180,7,0,0.00052,al,182mm,1.6mm
4325,Rod3,endN1,180,7,1,0.00036,al,182mm,1.6mm
4326,Rod3,endN1,180,7,2,-0.00014,al,182mm,1.6mm
4327,Rod3,endN1,180,7,3,-0.0003,al,182mm,1.6mm
4328,Rod3,endN1,180,7,4,-0.00096,al,182mm,1.6mm
4329,Rod3,endN1,180,7,5,-0.00096,al,182mm,1.6mm
4330,Rod3,endN1,180,7,6,-0.00145,al,182mm,1.6mm
4331,Rod3,endN1,180,7,7,-0.00162,al,182mm,1.6mm
4332,Rod3,endN1,180,7,8,-0.00227,al,182mm,1.6mm
4333,Rod3,endN1,180,7,9,-0.00244,al,182mm,1.6mm
4334,Rod3,endN1,180,7,10,-0.00277,al,182mm,1.6mm
4335,Rod3,endN1,180,7,11,-0.00342,al,182mm,1.6mm
4336,Rod3,endN1,180,7,12,-0.00342,al,182mm,1.6mm
4337,Rod3,endN1,180,7,13,-0.00392,al,182mm,1.6mm
4338,Rod3,endN1,180,7,14,-0.00458,al,182mm,1.6mm
4339,Rod3,endN1,180,7,15,-0.00458,al,182mm,1.6mm
4340,Rod3,endN1,180,7,16,-0.00523,al,182mm,1.6mm
4341,Rod3,endN1,180,7,17,-0.0054,al,182mm,1.6mm
4342,Rod3,endN1,180,7,18,-0.00556,al,182mm,1.6mm
4343,Rod3,endN1,180,7,19,-0.00589,al,182mm,1.6mm
4344,Rod3,endN1,180,7,20,-0.00753,al,182mm,1.6mm
4345,Rod3,endN1,180,7,21,-0.00918,al,182mm,1.6mm
4346,Rod3,endN1,180,7,22,-0.01099,al,182mm,1.6mm
4347,Rod3,endN1,180,7,23,-0.01296,al,182mm,1.6mm
4348,Rod3,endN1,180,7,24,-0.0146,al,182mm,1.6mm
4349,Rod3,endN1,180,7,25,-0.01674,al,182mm,1.6mm
4350,Rod3,endN1,180,7,26,-0.01838,al,182mm,1.6mm
4351,Rod3,endN1,180,7,27,-0.02003,al,182mm,1.6mm
4352,Rod3,endN1,180,7,28,-0.02184,al,182mm,1.6mm
4353,Rod3,endN1,180,7,29,-0.02348,al,182mm,1.6mm
4354,Rod3,endN1,180,7,30,-0.02512,al,182mm,1.6mm
4355,Rod3,endN1,180,7,31,-0.0271,al,182mm,1.6mm
4356,Rod3,endN1,180,8,0,0.00036,al,182mm,1.6mm
4357,Rod3,endN1,180,8,1,3e-05,al,182mm,1.6mm
4358,Rod3,endN1,180,8,2,-0.0003,al,182mm,1.6mm
4359,Rod3,endN1,180,8,3,-0.00063,al,182mm,1.6mm
4360,Rod3,endN1,180,8,4,-0.00079,al,182mm,1.6mm
4361,Rod3,endN1,180,8,5,-0.00096,al,182mm,1.6mm
4362,Rod3,endN1,180,8,6,-0.00145,al,182mm,1.6mm
4363,Rod3,endN1,180,8,7,-0.00178,al,182mm,1.6mm
4364,Rod3,endN1,180,8,8,-0.00211,al,182mm,1.6mm
4365,Rod3,endN1,180,8,9,-0.0026,al,182mm,1.6mm
4366,Rod3,endN1,180,8,10,-0.00277,al,182mm,1.6mm
4367,Rod3,endN1,180,8,11,-0.00326,al,182mm,1.6mm
4368,Rod3,endN1,180,8,12,-0.00342,al,182mm,1.6mm
4369,Rod3,endN1,180,8,13,-0.00375,al,182mm,1.6mm
4370,Rod3,endN1,180,8,14,-0.00441,al,182mm,1.6mm
4371,Rod3,endN1,180,8,15,-0.00425,al,182mm,1.6mm
4372,Rod3,endN1,180,8,16,-0.0054,al,182mm,1.6mm
4373,Rod3,endN1,180,8,17,-0.00523,al,182mm,1.6mm
4374,Rod3,endN1,180,8,18,-0.00556,al,182mm,1.6mm
4375,Rod3,endN1,180,8,19,-0.00589,al,182mm,1.6mm
4376,Rod3,endN1,180,8,20,-0.00753,al,182mm,1.6mm
4377,Rod3,endN1,180,8,21,-0.00951,al,182mm,1.6mm
4378,Rod3,endN1,180,8,22,-0.01099,al,182mm,1.6mm
4379,Rod3,endN1,180,8,23,-0.01312,al,182mm,1.6mm
4380,Rod3,endN1,180,8,24,-0.0146,al,182mm,1.6mm
4381,Rod3,endN1,180,8,25,-0.01641,al,182mm,1.6mm
4382,Rod3,endN1,180,8,26,-0.01855,al,182mm,1.6mm
4383,Rod3,endN1,180,8,27,-0.02003,al,182mm,1.6mm
4384,Rod3,endN1,180,8,28,-0.02167,al,182mm,1.6mm
